Source,Target,Label,Type,Context,Source_Document,Weight,Chapter,Book_Vol,Description
aldalómë,tauremornalómë,LOCATION-LOCATION,CO_OCCURRENCE,"Ambaróna, in Tauremorna, in Aldalómë. In my own land, in the country of Fangorn, Where the roots are long, And the years lie thicker than the leaves In Tauremornalómë. He ended, and strode on silently, and in all the wood, as far as ear could reach, there was not a",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,5,4,3,[N/A]
ambaróna,tauremornalómë,LOCATION-LOCATION,CO_OCCURRENCE,"Ambaróna, in Tauremorna, in Aldalómë. In my own land, in the country of Fangorn, Where the roots are long, And the years lie thicker than the leaves In Tauremornalómë. He ended, and strode on silently, and in all the wood, as far as ear could reach, there was not a",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,5,4,3,[N/A]
tauremorna,tauremornalómë,LOCATION-LOCATION,CO_OCCURRENCE,"Ambaróna, in Tauremorna, in Aldalómë. In my own land, in the country of Fangorn, Where the roots are long, And the years lie thicker than the leaves In Tauremornalómë. He ended, and strode on silently, and in all the wood, as far as ear could reach, there was not a",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,5,4,3,[N/A]
caras galadhon,wilderland,LOCATION-LOCATION,CO_OCCURRENCE,"them in Caras Galadhon, and Orcs pursue them down all the leagues of Wilderland: indeed they seem to be caught up in a great storm. I hope they weather it!' 'And what about yourself?' asked Merry. 'Hoom, hm, I have not troubled about the Great Wars,' said Treebeard; 'they mostly",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,8,4,3,[N/A]
nobody,wizards,PERSON-ORGANIZATION,CO_OCCURRENCE,"Wizards are always troubled about the future. I do not like worrying about the future. I am not altogether on anybody's _side_, because nobody is altogether on my _side_, if you understand me: nobody cares for the woods as I care for them, not even Elves nowadays. Still, I take",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,3,4,3,[N/A]
finglas,fladrif,LOCATION-LOCATION,CO_OCCURRENCE,"Fangorn, and Finglas and Fladrif – to give them their Elvish names; you may call them Leaflock and Skinbark if you like that better. And of us three Leaflock and Skinbark are not much use for this business. Leaflock has grown sleepy, almost tree-ish, you might say: he has taken",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,17,4,3,[N/A]
finglas,leaflock,LOCATION-PERSON,CO_OCCURRENCE,"Fangorn, and Finglas and Fladrif – to give them their Elvish names; you may call them Leaflock and Skinbark if you like that better. And of us three Leaflock and Skinbark are not much use for this business. Leaflock has grown sleepy, almost tree-ish, you might say: he has taken",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,7,4,3,[N/A]
finglas,skinbark,LOCATION-PERSON,CO_OCCURRENCE,"Fangorn, and Finglas and Fladrif – to give them their Elvish names; you may call them Leaflock and Skinbark if you like that better. And of us three Leaflock and Skinbark are not much use for this business. Leaflock has grown sleepy, almost tree-ish, you might say: he has taken",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,7,4,3,[N/A]
fladrif,leaflock,LOCATION-PERSON,CO_OCCURRENCE,"Fangorn, and Finglas and Fladrif – to give them their Elvish names; you may call them Leaflock and Skinbark if you like that better. And of us three Leaflock and Skinbark are not much use for this business. Leaflock has grown sleepy, almost tree-ish, you might say: he has taken",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,7,4,3,[N/A]
fladrif,skinbark,LOCATION-PERSON,CO_OCCURRENCE,"Fangorn, and Finglas and Fladrif – to give them their Elvish names; you may call them Leaflock and Skinbark if you like that better. And of us three Leaflock and Skinbark are not much use for this business. Leaflock has grown sleepy, almost tree-ish, you might say: he has taken",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,7,4,3,[N/A]
leaflock,skinbark,PERSON-PERSON,CO_OCCURRENCE,"Skinbark are not much use for this business. Leaflock has grown sleepy, almost tree-ish, you might say: he has taken to standing by himself half-asleep all through the summer with the deep grass of the meadows round his knees. Covered with leafy hair he is. He used to rouse up",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,13,4,3,[N/A]
entmaidens,fimbrethil,ORGANIZATION-LOCATION,CO_OCCURRENCE,"and the woods were wide and wild, the Ents and the Entwives – and there were Entmaidens then: ah! the loveliness of Fimbrethil, of Wandlimb the lightfooted, in the days of our youth! – they walked together and they housed together. But our hearts did not go on growing in",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,6,4,3,[N/A]
entmaidens,wandlimb,ORGANIZATION-LOCATION,CO_OCCURRENCE,"and the woods were wide and wild, the Ents and the Entwives – and there were Entmaidens then: ah! the loveliness of Fimbrethil, of Wandlimb the lightfooted, in the days of our youth! – they walked together and they housed together. But our hearts did not go on growing in",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,2,4,3,[N/A]
fimbrethil,wandlimb,LOCATION-LOCATION,CO_OCCURRENCE,"loveliness of Fimbrethil, of Wandlimb the lightfooted, in the days of our youth! – they walked together and they housed together. But our hearts did not go on growing in the same way: the Ents gave their love to things that they met in the world, and the Entwives gave",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,6,4,3,[N/A]
fimbrethil,the ents,LOCATION-ORGANIZATION,CO_OCCURRENCE,"have liked to see Fimbrethil again. But there, my friends, songs like trees bear fruit only in their own time and their own way: and sometimes they are withered untimely.' The Ents went striding on at a great pace. They had descended into a long fold of the land that",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,11,4,3,[N/A]
the ents,wandlimb,ORGANIZATION-LOCATION,CO_OCCURRENCE,"loveliness of Fimbrethil, of Wandlimb the lightfooted, in the days of our youth! – they walked together and they housed together. But our hearts did not go on growing in the same way: the Ents gave their love to things that they met in the world, and the Entwives gave",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,5,4,3,[N/A]
fimbrethil,the entwives,LOCATION-ORGANIZATION,CO_OCCURRENCE,"the Entwives. I should dearly have liked to see Fimbrethil again. But there, my friends, songs like trees bear fruit only in their own time and their own way: and sometimes they are withered untimely.' The Ents went striding on at a great pace. They had descended into a long",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,17,4,3,[N/A]
the entwives,wandlimb,ORGANIZATION-LOCATION,CO_OCCURRENCE,"the Entwives – and there were Entmaidens then: ah! the loveliness of Fimbrethil, of Wandlimb the lightfooted, in the days of our youth! – they walked together and they housed together. But our hearts did not go on growing in the same way: the Ents gave their love to things",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,5,4,3,[N/A]
the ents,the entwives,ORGANIZATION-ORGANIZATION,CO_OCCURRENCE,"the Entwives. I should dearly have liked to see Fimbrethil again. But there, my friends, songs like trees bear fruit only in their own time and their own way: and sometimes they are withered untimely.' The Ents went striding on at a great pace. They had descended into a long",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,27,4,3,[N/A]
entwife,i'll look for thee,PERSON-PERSON,CO_OCCURRENCE,"the sunless day; When wind is in the deadly East, then in the bitter rain I'll look for thee, and call to thee; I'll come to thee again!_ ENTWIFE. _When Winter comes, and singing ends; when darkness falls at last; When broken is the barren bough, and light and labour",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,3,4,3,[N/A]
bregalad,quickbeam,PERSON-PERSON,CO_OCCURRENCE,"'I am Bregalad, that is Quickbeam in your language. But it is only a nickname, of course. They have called me that ever since I said _yes_ to an elder Ent before he had finished his question. Also I drink quickly, and go out while some are still wetting their",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,9,4,3,[N/A]
bregalad,entmoot,PERSON-LOCATION,CO_OCCURRENCE,"voices of the Entmoot could be heard still going on; but now they seemed deeper and less leisurely, and every now and again one great voice would rise in a high and quickening music, while all the others died away. But beside them Bregalad spoke gently in their own tongue,",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,2,4,3,[N/A]
bregalad,skinbark,PERSON-PERSON,CO_OCCURRENCE,"that he belonged to Skinbark's people, and the country where they had lived had been ravaged. That seemed to the hobbits quite enough to explain his 'hastiness', at least in the matter of Orcs. 'There were rowan-trees in my home,' said Bregalad, softly and sadly, 'rowan-trees that took root when",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,8,4,3,[N/A]
carnimírië,lassemista,PERSON-PERSON,CO_OCCURRENCE,"your hair is dry and grey; Your crown is spilled, your voice is stilled for ever and a day. O Orofarnë, Lassemista, Carnimírië! The hobbits fell asleep to the sound of the soft singing of Bregalad, that seemed to lament in many tongues the fall of trees that he had",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,16,4,3,[N/A]
carnimírië,orofarnë,PERSON-PERSON,CO_OCCURRENCE,"your hair is dry and grey; Your crown is spilled, your voice is stilled for ever and a day. O Orofarnë, Lassemista, Carnimírië! The hobbits fell asleep to the sound of the soft singing of Bregalad, that seemed to lament in many tongues the fall of trees that he had",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,16,4,3,[N/A]
lassemista,orofarnë,PERSON-PERSON,CO_OCCURRENCE,"grey; Your crown is spilled, your voice is stilled for ever and a day. O Orofarnë, Lassemista, Carnimírië! The hobbits fell asleep to the sound of the soft singing of Bregalad, that seemed to lament in many tongues the fall of trees that he had loved. The next day they",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,17,4,3,[N/A]
bregalad,carnimírië,PERSON-PERSON,CO_OCCURRENCE,"Orofarnë, Lassemista, Carnimírië! The hobbits fell asleep to the sound of the soft singing of Bregalad, that seemed to lament in many tongues the fall of trees that he had loved. The next day they spent also in his company, but they did not go far from his 'house'. Most",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,5,4,3,[N/A]
bregalad,lassemista,PERSON-PERSON,CO_OCCURRENCE,"your voice is stilled for ever and a day. O Orofarnë, Lassemista, Carnimírië! The hobbits fell asleep to the sound of the soft singing of Bregalad, that seemed to lament in many tongues the fall of trees that he had loved. The next day they spent also in his company,",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,5,4,3,[N/A]
bregalad,orofarnë,PERSON-PERSON,CO_OCCURRENCE,"grey; Your crown is spilled, your voice is stilled for ever and a day. O Orofarnë, Lassemista, Carnimírië! The hobbits fell asleep to the sound of the soft singing of Bregalad, that seemed to lament in many tongues the fall of trees that he had loved. The next day they",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,4,4,3,[N/A]
bregalad,the ents,PERSON-ORGANIZATION,CO_OCCURRENCE,"runda runda rom! The Ents were coming: ever nearer and louder rose their song: We come, we come with horn and drum: ta-rûna rûna rûna rom!_ Bregalad picked up the hobbits and strode from his house. Before long they saw the marching line approaching: the Ents were swinging along with",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,24,4,3,[N/A]
bregalad,derndingle,PERSON-LOCATION,CO_OCCURRENCE,"Bregalad was standing up erect and tense, looking back northwards towards Derndingle. Then with a crash came a great ringing shout: _ra-hoom-rah!_ The trees quivered and bent as if a gust had struck them. There was another pause, and then a marching music began like solemn drums, and above the",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,4,4,3,[N/A]
onodrim,wilderland,ORGANIZATION-LOCATION,CO_OCCURRENCE,"'Nay, every Elf in Wilderland has sung songs of the old Onodrim and their long sorrow. Yet even among us they are only a memory. If I were to meet one still walking in this world, then indeed I should feel young again! But Treebeard: that is only a rendering",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,1,5,3,[N/A]
andúril,edoras,PERSON-LOCATION,CO_OCCURRENCE,"Edoras and seek out Théoden in his hall. For you are needed. The light of Andúril must now be uncovered in the battle for which it has so long waited. There is war in Rohan, and worse evil: it goes ill with Théoden.' 'Then are we not to see the",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,7,5,3,[N/A]
celebdil,silvertine,LOCATION-PERSON,CO_OCCURRENCE,"made, and it had not been destroyed,' said Gandalf. 'From the lowest dungeon to the highest peak it climbed. ascending in unbroken spiral in many thousand steps, until it issued at last in Durin's Tower carved in the living rock of Zirak-zigil, the pinnacle of the Silvertine. 'There upon Celebdil",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,1,5,3,[N/A]
celebdil,zirak-zigil,LOCATION-PERSON,CO_OCCURRENCE,"of Zirak-zigil, the pinnacle of the Silvertine. 'There upon Celebdil was a lonely window in the snow, and before it lay a narrow space, a dizzy eyrie above the mists of the world. The sun shone fiercely there, but all below was wrapped in cloud. Out he sprang, and even",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,6,5,3,[N/A]
durin,zirak-zigil,PERSON-PERSON,CO_OCCURRENCE,"at last in Durin's Tower carved in the living rock of Zirak-zigil, the pinnacle of the Silvertine. 'There upon Celebdil was a lonely window in the snow, and before it lay a narrow space, a dizzy eyrie above the mists of the world. The sun shone fiercely there, but all",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,5,5,3,[N/A]
celebdil,durin,LOCATION-PERSON,CO_OCCURRENCE,"at last in Durin's Tower carved in the living rock of Zirak-zigil, the pinnacle of the Silvertine. 'There upon Celebdil was a lonely window in the snow, and before it lay a narrow space, a dizzy eyrie above the mists of the world. The sun shone fiercely there, but all",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,2,5,3,[N/A]
hasufel,meduseld,PERSON-LOCATION,CO_OCCURRENCE,"once to Meduseld, the hall of your master, Théoden,' said Gandalf, addressing them gravely. They bowed their heads. 'Time presses, so with your leave, my friends, we will ride. We beg you to use all the speed that you can. Hasufel shall bear Aragorn and Arod Legolas. I will set",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,2,5,3,[N/A]
edoras,felaróf,LOCATION-PERSON,CO_OCCURRENCE,"his steed, Felaróf, father of horses. So men still sing in the evening.' With these words the travellers passed the silent mounds. Following the winding way up the green shoulders of the hills, they came at last to the wide wind-swept walls and the gates of Edoras. There sat many",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,1,6,3,[N/A]
death,telchar,PERSON-PERSON,CO_OCCURRENCE,"wall. 'Here I set it,' he said; 'but I command you not to touch it, nor to permit any other to lay hand on it. In this elvish heath dwells the Blade that was Broken and has been made again. Telchar first wrought it in the deeps of time. Death",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,1,6,3,[N/A]
